ACCESS-CM2,ACCESS-ESM1-5,CanESM5,CMCC-ESM2,EC-Earth3-CC,FGOALS-g3,GFDL-CM4,GFDL-ESM4,INM-CM4-8,INM-CM5-0,IPSL-CM6A-LR,KACE-1-0-G,KIOST-ESM,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MRI-ESM2-0,NESM3,NorESM2-LM,NorESM2-MM,TaiESM1,OBS1
293.8695049,297.7808018,296.2980446,295.0004851,295.5721301,294.3906179,294.1945298,293.9125831,295.1076795,295.0764922,295.1054564,294.6665678,296.1122803,295.9613936,296.1867601,294.8101029,293.4379165,296.0214773,295.7469172,296.0341609,294.8173211
293.8961287,297.8477205,296.3208352,295.061475,295.6573983,294.4065051,294.2747045,293.9814253,295.1115768,295.071146,295.14144,294.6868344,296.1392354,296.0675158,296.2101212,294.8561029,293.4497347,296.0549048,295.7749651,296.0530431,294.8542641
293.9227525,297.9146392,296.3436258,295.1224649,295.7426665,294.4223923,294.3548792,294.0502676,295.115474,295.0657997,295.1774236,294.707101,296.1661904,296.173638,296.2334822,294.8957086,293.4615528,296.0883323,295.803013,296.0719253,294.8797194
293.9493763,297.9815578,296.3664164,295.1834548,295.8279347,294.4382795,294.435054,294.1191098,295.1193712,295.0604535,295.2134072,294.7273676,296.1931454,296.2797602,296.2568433,294.9289202,293.4733709,296.1217598,295.8310609,296.0908075,294.8936871
293.9760001,298.0484765,296.389207,295.2444446,295.882039,294.4541666,294.5152287,294.187952,295.1232685,295.0551073,295.2493908,294.7476342,296.2201005,296.3858824,296.2802043,294.9621318,293.4851891,296.1551873,295.8591087,296.1096897,294.9076547
294.0026239,298.1153952,296.4119976,295.3054345,295.8426514,294.4700538,294.5954034,294.2567942,295.1271657,295.049761,295.2853744,294.7679008,296.2470555,296.4920046,296.3035654,294.9953434,293.4970072,296.1886148,295.8871566,296.1285719,294.9216224
294.0292477,298.1823139,296.4347882,295.3664244,295.8032639,294.485941,294.6755782,294.3256364,295.1310629,295.0444148,295.321358,294.7881674,296.2740105,296.5981268,296.3269264,295.0285549,293.5088253,296.2220423,295.9152045,296.1474541,294.93559
294.0558715,298.2492326,296.4575788,295.4274142,295.7638764,294.5018281,294.7557529,294.3944787,295.1349602,295.0390685,295.3573416,294.808434,296.3009656,296.7042489,296.3502875,295.0617665,293.5206435,296.2554698,295.9432524,296.1663363,294.9495577
294.0824952,298.261221,296.4803693,295.4884041,295.7244888,294.5177153,294.7910181,294.4346116,295.1388574,295.0337223,295.3933252,294.8287006,296.3279206,296.7580878,296.374721,295.0949781,293.5389383,296.2888973,295.9713003,296.1852185,294.9635253
294.109119,298.2182791,296.5031599,295.549394,295.6851013,294.5336025,294.7813736,294.4460351,295.1427546,295.0283761,295.4293088,294.8489672,296.3548757,296.7596434,296.4002268,295.1281897,293.5637099,296.3223248,295.9993481,296.2041007,294.977493
294.1357428,298.1753372,296.5259505,295.6103839,295.6457137,294.5494897,294.7717292,294.4574587,295.1466518,295.0230298,295.4652924,294.8692338,296.3818307,296.761199,296.4257327,295.1614013,293.5884814,296.3557523,296.027396,296.2229829,294.9914606
294.1623666,298.1323952,296.5487411,295.6713737,295.6063262,294.5653768,294.7620848,294.4688823,295.1505491,295.0176836,295.501276,294.8895004,296.4087857,296.7627547,296.4512386,295.1946129,293.613253,296.3891798,296.0554439,296.2418651,295.0054283
293.7697217,297.641807,296.204001,294.8301602,295.4083906,294.338955,294.0017156,293.7417124,295.0866918,295.0718391,295.019711,294.5911135,295.9725004,295.7118447,296.0939164,294.6900398,293.3618537,295.9125021,295.69758,295.9526022,294.7636883
293.7962693,297.7087787,296.2273968,294.8939754,295.5009384,294.3549001,294.0832146,293.8123116,295.0896762,295.0656811,295.0563526,294.6110575,296.000606,295.8232298,296.118332,294.7374658,293.3749525,295.9467738,295.7251072,295.9718427,294.8057255
293.875912,297.9096937,296.2975841,295.0854208,295.7785819,294.4027353,294.3277116,294.0241093,295.0986297,295.0472073,295.1662772,294.6708894,296.0849226,296.1573853,296.1915787,294.8721106,293.4142491,296.0495888,295.8076885,296.0295643,294.9160917
293.9024596,297.9766654,296.3209799,295.149236,295.8711297,294.4186803,294.4092106,294.0947085,295.1016142,295.0410494,295.2029188,294.6908334,296.1130281,296.2687705,296.2159942,294.9042704,293.427348,296.0838605,295.8352157,296.0488048,294.9266383
293.9290072,298.0436371,296.3443756,295.2130511,295.9288769,294.4346254,294.4907096,294.1653077,295.1045987,295.0348915,295.2395604,294.7107774,296.1411337,296.3801557,296.2404098,294.9364302,293.4404469,296.1181322,295.8627428,296.0680454,294.9371849
293.9555548,298.1106088,296.3677714,295.2768663,295.882222,294.4505705,294.5722086,294.235907,295.1075831,295.0287335,295.2762019,294.7307213,296.1692392,296.4915409,296.2648253,294.96859,293.4535457,296.1524039,295.8902699,296.0872859,294.9477316
293.9821024,298.1775805,296.3911672,295.3406814,295.8355672,294.4665155,294.6537076,294.3065062,295.1105676,295.0225756,295.3128435,294.7506653,296.1973448,296.602926,296.2892409,295.0007498,293.4666446,296.1866756,295.917797,296.1065264,294.9582782
294.00865,298.2445522,296.4145629,295.4044966,295.7889124,294.4824606,294.7352067,294.3771054,295.1135521,295.0164177,295.349485,294.7706093,296.2254503,296.7143112,296.3136564,295.0329095,293.4797435,296.2209472,295.9453242,296.125767,294.9688248
294.0351976,298.256175,296.4379587,295.4683117,295.7422575,294.4984057,294.7708407,294.4178294,295.1165366,295.0102597,295.3861266,294.7905533,296.2535559,296.7692456,296.3388153,295.0650693,293.498886,296.2552189,295.9728513,296.1450075,294.9793715
294.0617452,298.2124491,296.4613545,295.5321269,295.6956027,294.5143507,294.7606098,294.4286781,295.1195211,295.0041018,295.4227682,294.8104972,296.2816614,296.7677293,296.3647174,295.0972291,293.5240721,296.2894906,296.0003784,296.164248,294.9899181
294.0882928,298.1687231,296.4847503,295.595942,295.6489478,294.5302958,294.750379,294.4395268,295.1225056,294.9979438,295.4594097,294.8304412,296.3097669,296.7662129,296.3906195,295.1293889,293.5492583,296.3237623,296.0279055,296.1834886,295.0004647
294.1148404,298.1249971,296.508146,295.6597571,295.602293,294.5462408,294.7401481,294.4503755,295.12549,294.9917859,295.4960513,294.8503852,296.3378725,296.7646966,296.4165216,295.1615486,293.5744444,296.358034,296.0554327,296.2027291,295.0110113
294.141388,298.0812712,296.5315418,295.7235723,295.5556382,294.5621859,294.7299172,294.4612242,295.1284745,294.985628,295.5326929,294.8703292,296.365978,296.7631802,296.4424236,295.1937084,293.5996306,296.3923056,296.0829598,296.2219696,295.021558
293.723186,297.6366496,296.1555386,294.7818151,295.4151875,294.3190665,293.9928666,293.7433409,295.0734984,295.0564934,295.0059328,294.5561924,295.8877379,295.67454,296.0477948,294.6619765,293.3094271,295.8718329,295.7043386,295.9088079,294.7839415
293.7496574,297.7036742,296.1795396,294.8484555,295.515015,294.3350694,294.0737649,293.8143,295.0755702,295.0495238,295.0432323,294.5758138,295.9170137,295.7911882,296.0732649,294.7108286,293.3238067,295.906655,295.7313449,295.9284067,294.8310728
293.8290716,297.9047483,296.2515424,295.0483768,295.8144973,294.3830783,294.3164601,294.0271771,295.0817854,295.0286149,295.1551309,294.6346778,296.0048413,296.1411327,296.1496751,294.8485127,293.3669455,296.0111212,295.8123641,295.9872033,294.9524639
293.855543,297.971773,296.2755433,295.1150172,295.9143247,294.3990812,294.3973585,294.0981362,295.0838571,295.0216453,295.1924304,294.6542992,296.0341172,296.2577808,296.1751451,294.8796206,293.3813251,296.0459432,295.8393704,296.0068022,294.9595895
293.8820144,298.0387977,296.2995443,295.1816576,295.9757148,294.4150842,294.4782568,294.1690952,295.0859289,295.0146756,295.2297299,294.6739206,296.0633931,296.374429,296.2006152,294.9107286,293.3957047,296.0807653,295.8663768,296.0264011,294.9667151
293.9084858,298.1058224,296.3235452,295.248298,295.9217926,294.4310871,294.5591552,294.2400542,295.0880006,295.007706,295.2670295,294.6935419,296.092669,296.4910771,296.2260853,294.9418366,293.4100843,296.1155874,295.8933832,296.0459999,294.9738407
293.9349572,298.1728471,296.3475462,295.3149385,295.8678705,294.4470901,294.6400536,294.3110133,295.0900723,295.0007364,295.304329,294.7131633,296.1219448,296.6077253,296.2515553,294.9729446,293.4244639,296.1504095,295.9203896,296.0655988,294.9809663
293.9614286,298.2398717,296.3715471,295.3815789,295.8139483,294.463093,294.720952,294.3819723,295.0921441,294.9937668,295.3416285,294.7327846,296.1512207,296.7243734,296.2770254,295.0040525,293.4388435,296.1852315,295.9473959,296.0851977,294.988092
293.9879,298.2511291,296.3955481,295.4482193,295.7600262,294.479096,294.7557976,294.4220794,295.0942158,294.9867971,295.378928,294.752406,296.1804966,296.7804034,296.3029096,295.0351605,293.4588337,296.2200536,295.9744023,296.1047965,294.9952176
294.0143714,298.2066191,296.419549,295.5148597,295.7061041,294.4950989,294.7445904,294.4313345,295.0962875,294.9798275,295.4162276,294.7720273,296.2097724,296.7758151,296.3292079,295.0662685,293.4844344,296.2548757,296.0014087,296.1243954,295.0023432
294.0408428,298.1621091,296.44355,295.5815001,295.6521819,294.5111019,294.7333833,294.4405897,295.0983593,294.9728579,295.4535271,294.7916487,296.2390483,296.7712268,296.3555062,295.0973765,293.5100351,296.2896977,296.028415,296.1439943,295.0094688
294.0673142,298.117599,296.4675509,295.6481406,295.5982598,294.5271048,294.7221761,294.4498448,295.100431,294.9658882,295.4908266,294.81127,296.2683242,296.7666385,296.3818045,295.1284844,293.5356359,296.3245198,296.0554214,296.1635931,295.0165944
294.0937856,298.073089,296.4915519,295.714781,295.5443377,294.5431078,294.710969,294.4590999,295.1025028,294.9589186,295.5281261,294.8308914,296.2976,296.7620501,296.4081028,295.1595924,293.5612366,296.3593419,296.0824278,296.183192,295.02372
294.120257,298.028579,296.5155528,295.7814214,295.4904155,294.5591107,294.6997618,294.468355,295.1045745,294.951949,295.5654256,294.8505127,296.3268759,296.7574618,296.4344011,295.1907004,293.5868373,296.3941639,296.1094342,296.2027909,295.0308456
293.7289831,297.7656475,296.1562884,294.8724013,295.6042238,294.3312996,294.144613,293.8876072,295.0626231,295.0255851,295.0680696,294.5852631,295.8675633,295.8810577,296.0547224,294.7344695,293.2883212,295.9046907,295.7640684,295.904928,294.9086456
293.7557049,297.8327252,296.1808946,294.941867,295.7027374,294.3473604,294.2249108,293.9589261,295.0637821,295.0178038,295.1060271,294.6042841,295.8980734,296.0029688,296.0812469,294.7847476,293.3039815,295.9391165,295.790554,295.9248852,294.9608711
293.7824267,297.8998029,296.2055007,295.0113327,295.801251,294.3634213,294.3052085,294.0302449,295.0649411,295.0100225,295.1439845,294.6233051,295.9285834,296.12488,296.1077715,294.8249147,293.3196418,295.9735423,295.8170396,295.9448424,294.9888361
293.8091484,297.9668806,296.2301068,295.0807984,295.8997646,294.3794821,294.3855063,294.1015638,295.0661001,295.0022412,295.181942,294.642326,295.9590935,296.2467911,296.1342961,294.8549709,293.3353022,296.0079681,295.8435252,295.9647996,294.9925407
293.8358702,298.0339583,296.254713,295.1502641,295.9606171,294.395543,294.4658041,294.1728827,295.0672591,294.9944598,295.2198995,294.661347,295.9896036,296.3687023,296.1608206,294.885027,293.3509625,296.0423939,295.8700108,295.9847568,294.9962453
293.862592,298.1010359,296.2793191,295.2197298,295.9084861,294.4116038,294.5461018,294.2442015,295.068418,294.9866785,295.257857,294.680368,296.0201136,296.4906134,296.1873452,294.9150832,293.3666228,296.0768197,295.8964965,296.004714,294.9999499
293.8893138,298.1681136,296.3039252,295.2891955,295.8563552,294.4276646,294.6263996,294.3155204,295.069577,294.9788972,295.2958145,294.699389,296.0506237,296.6125246,296.2138698,294.9451394,293.3822832,296.1112455,295.9229821,296.0246712,295.0036545
293.9160356,298.2351913,296.3285313,295.3586612,295.8042242,294.4437255,294.7066973,294.3868393,295.070736,294.9711159,295.333772,294.71841,296.0811337,296.7344357,296.2403943,294.9751955,293.3979435,296.1456713,295.9494677,296.0446284,295.0073591
293.9427573,298.2460831,296.3531375,295.4281269,295.7520932,294.4597863,294.7407545,294.4263295,295.071895,294.9633345,295.3717294,294.737431,296.1116438,296.7915611,296.2670039,295.0052517,293.4187813,296.1800971,295.9759533,296.0645856,295.0110637
293.9694791,298.2007891,296.3777436,295.4975926,295.6999623,294.4758472,294.7285711,294.433991,295.073054,294.9555532,295.4096869,294.756452,296.1421539,296.7839009,296.2936984,295.0353079,293.4447967,296.2145229,296.0024389,296.0845428,295.0147683
293.9962009,298.155495,296.4023497,295.5670583,295.6478313,294.491908,294.7163876,294.4416525,295.074213,294.9477719,295.4476444,294.775473,296.1726639,296.7762406,296.3203929,295.065364,293.470812,296.2489487,296.0289246,296.1045,295.0184729
294.0229227,298.1102009,296.4269558,295.636524,295.5957003,294.5079688,294.7042042,294.4493141,295.075372,294.9399906,295.4856019,294.794494,296.203174,296.7685804,296.3470874,295.0954202,293.4968273,296.2833745,296.0554102,296.1244572,295.0221775
